Player,Skill,Minutes,Games,Wins,Losses,Red Games,Blue Games,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Win %,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
Anti_Social,1033.4,6379.499999999996,883,418,465,440,443,0.43863636363636366,0.5079006772009029,441.0,5729.0,34295.0,5246.0,7682.0,8481.0,9642.0,81997.0,1011.0,11608.0,60738.0,6633.0,25032.0,201564.0,221.0,1623.0,624.0,229.0,48.0,3217.0,368.0,3871.0,2436.0,1161.0,42.0,-312.0,-0.04890665412649897,0.06912767458264758,0.8980327611881814,5.375813151500904,0.8223214985500436,1.2041696057684779,1.329414530919352,1.5114037150246893,12.85320166157223,0.15847636962144376,0.4733861834654587,0.08709510682288077,0.07697678477919358,0.28329551405131786,0.36698717948717946,0.37931847659474116,0.45643202452540976,1.255141890132778,5.986210507942049,9.668317415399127,0.4068037943283523,0.5530213966611807,7.184262089505451,43.006505212007234,6.578571988400348,9.633356846147823,10.635316247354815,12.091229720197514,102.82561329257784,1.26781095697155,14.556626694882052,76.16647072654601,8.317893251822248,31.390547848577494,252.76463672701638,0.27713770671682747,2.0352692217258417,0.7825064660239835,0.2871698408966222,0.06019280507876796,4.034171957049928,0.4614781722705544,4.854298926248141,3.054784857747474,1.4559134728427001,0.052668704443921965,-0.3912532330119918
lizzey,1011.69,6375.299999999989,864,422,442,422,442,0.4928909952606635,0.4841628959276018,502.0,6175.0,39902.0,5624.0,7833.0,8807.0,10533.0,55304.0,1483.0,11675.0,59954.0,8828.0,25175.0,210163.0,335.0,1791.0,707.0,279.0,63.0,3022.0,401.0,3460.0,2209.0,1726.0,49.0,-87.0,-0.013646416639217,0.07874139256191878,0.9685818706570688,6.258842721126859,0.8821545652753611,1.2286480636205375,1.3814251878343002,1.6521575455272721,8.674729032359275,0.23261650432136566,0.48842592592592593,0.1270235546038544,0.08129554655870445,0.2900404858299595,0.39462517680339465,0.3431361417054616,0.3928693085045986,1.3446955189582535,6.461862348178138,6.279550357670035,0.26314812788169184,0.6299311404953503,7.74865496525655,50.07074176901487,7.0572365222028886,9.8291845089643,11.051401502674402,13.217260364218177,69.3978322588742,1.8609320345709253,14.65029096669963,75.232851787367,11.077753203770822,31.59067024296901,263.72155035841496,0.4203723746333513,2.2474236506517378,0.8871739369127742,0.35010117170956717,0.0790551032892571,3.7921352720656345,0.5031920066506683,4.341756466362375,2.771947986761412,2.165858861543774,0.061487302558311085,-0.109171333113736
kmichael,931.17,6324.399999999995,852,421,431,395,457,0.4835443037974684,0.5032822757111597,637.0,7361.0,48286.0,6673.0,8664.0,5784.0,7445.0,34638.0,1747.0,11597.0,69651.0,6530.0,28559.0,214839.0,343.0,1909.0,719.0,255.0,58.0,1603.0,281.0,1914.0,1991.0,1661.0,51.0,-73.0,-0.011542596926190635,0.1007210170134717,1.1639048763519078,7.634874454493713,1.0551198532667139,1.3699323255961051,0.9145531591929676,1.1771867687053326,5.476883182594401,0.27623173739801427,0.49413145539906106,0.150642407519186,0.08653715527781551,0.2593397636190735,0.35465924895688455,0.2771438450899032,0.3309128630705394,0.859302862419206,6.559706561608477,5.988589211618257,0.16122771005264408,0.8057681361077736,9.311239010815262,61.0789956359497,8.440958826133711,10.959458604768841,7.316425273543741,9.41749414964266,43.81506546075521,2.209853899184114,14.669533868825512,88.10448421984701,8.260072101701354,36.12548225918667,271.7589020302323,0.43387515021187817,2.414774524065526,0.9094933906773772,0.322560242868889,0.07336664347606103,2.027702232622859,0.3554487382202267,2.421099234710014,2.5184997786351295,2.1010688760989202,0.0645120485737778,-0.09234077540952508
sieh,809.44,6149.299999999997,866,446,420,430,436,0.5069767441860465,0.5229357798165137,608.0,8148.0,39704.0,7491.0,10265.0,6696.0,8062.0,39718.0,1349.0,11299.0,68325.0,5422.0,27813.0,205076.0,154.0,2814.0,1052.0,389.0,73.0,2123.0,365.0,2629.0,2774.0,1366.0,49.0,-36.0,-0.005854324882506955,0.09887304246011745,1.325028865074074,6.45666986486267,1.218187435968322,1.6692956921926079,1.0889044281462936,1.3110435334103074,6.458946546761423,0.2193745629583856,0.5150115473441108,0.11939109655721745,0.07461953853706431,0.34536082474226804,0.36977186311787075,0.31705495818399043,0.39262246117084826,0.7853872381880176,4.8728522336769755,5.931600955794504,0.1936745401704734,0.7909843396809396,10.600230920592592,51.65335891890136,9.745499487746576,13.354365537540863,8.711235425170349,10.48834826728246,51.67157237409138,1.7549965036670847,14.699559299432462,88.88816613273059,7.053811002878379,36.18363065714798,266.7958954677769,0.200348007090238,3.660904493194349,1.3686110614216258,0.5060738620656011,0.09497015920511281,2.7619403834582807,0.47485079602556407,3.420226692469063,3.608866049794287,1.777112842112111,0.06374709316507572,-0.04683459906005564
karma,1186.93,6125.599999999998,836,411,425,439,397,0.47380410022779046,0.5113350125944585,790.0,8484.0,50147.0,7636.0,9823.0,8190.0,9992.0,49323.0,1961.0,11217.0,69714.0,4719.0,28233.0,187108.0,422.0,2760.0,1049.0,357.0,75.0,2854.0,386.0,3478.0,2187.0,1802.0,58.0,-88.0,-0.01436593966305342,0.12896695833877503,1.385007182969832,8.186463366853863,1.24657176439859,1.6035980148883382,1.3370118845500853,1.6311871490139749,8.05194593182709,0.32013190544599723,0.4916267942583732,0.17482392796647944,0.09311645450259312,0.32531824611032534,0.340324118207817,0.34847374847374846,0.42466422466422465,1.017204520004072,5.910773220179161,6.022344322344322,0.26360711460760633,1.0317356667102002,11.080057463758656,65.4917069348309,9.97257411518872,12.828784119106706,10.696095076400683,13.049497192111799,64.41556745461672,2.561055243567978,14.64934047277002,91.04610160637328,6.1629881154499175,36.87214313699884,244.36202167950904,0.5511296852553221,3.6045448609115858,1.369988246049367,0.46624004179182466,0.09794958861172787,3.727308345304951,0.5041138827216928,4.542248922554527,2.8562100039179845,2.353402115711115,0.07574768185973622,-0.11492751730442737
TheG,1025.22,5866.599999999995,799,381,418,408,391,0.46078431372549017,0.4936061381074169,542.0,7041.0,44164.0,6453.0,8292.0,8025.0,9151.0,54388.0,925.0,10777.0,63267.0,3479.0,25433.0,188871.0,369.0,2096.0,847.0,296.0,54.0,2750.0,403.0,3222.0,1839.0,1126.0,46.0,-65.0,-0.011079671359901826,0.09238741349333524,1.2001840930010579,7.528040091364681,1.0999556813145615,1.413425152558553,1.3679132717417255,1.5598472709917173,9.270787168036009,0.157672246275526,0.47684605757196497,0.08583093625313166,0.0769777020309615,0.29768498792785114,0.34946871310507677,0.3426791277258567,0.4014953271028037,1.1035938253738544,6.272404487998863,6.777320872274143,0.28796374244854955,0.7390993079466819,9.601472744008463,60.22432073091745,8.799645450516492,11.307401220468424,10.943306173933804,12.478778167933738,74.16629734428807,1.261377970204208,14.696076091773783,86.27416220638878,4.744144819827502,34.68175774724716,257.5542903896637,0.503187536222003,2.8582142978897513,1.1550131251491504,0.40364095046534654,0.07363720042273214,3.7500426141206185,0.5495516994511306,4.393686291889685,2.5077557699519333,1.535471993999933,0.06272798554529034,-0.08863737087921461
LiddiLidd,952.44,5841.7,785,373,412,372,413,0.4650537634408602,0.48426150121065376,441.0,5639.0,34248.0,5158.0,7441.0,6930.0,7959.0,58605.0,1156.0,10751.0,53185.0,6511.0,22059.0,193992.0,246.0,1640.0,685.0,287.0,38.0,2406.0,316.0,2878.0,2283.0,1029.0,40.0,-197.0,-0.033723060068130854,0.0754917232997244,0.9653011965694918,5.862676960473835,0.8829621514285225,1.273773045517572,1.186298508995669,1.3624458633616927,10.032182412653851,0.19788760121197596,0.4751592356687898,0.1075248814063808,0.07820535555949637,0.290831707749601,0.41897810218978104,0.3471861471861472,0.4152958152958153,1.0696142991533395,6.073417272566058,8.456709956709958,0.30210008660150933,0.6039337863977952,7.722409572555934,46.90141568379068,7.06369721142818,10.190184364140576,9.490388071965352,10.899566906893542,80.25745930123081,1.5831008096958077,14.723111423044662,72.8349624253214,8.916582501669035,30.209014499204,265.66513172535394,0.33688823458924627,2.2459215639283086,0.9380830922505435,0.39303627368745403,0.05203964599346081,3.2949312700070186,0.4327507403666741,3.941318451820532,3.1264871527123956,1.4091788349281889,0.05477857472995875,-0.26978448054504683
babyTron,921.36,5840.299999999995,814,409,405,381,433,0.4409448818897638,0.5565819861431871,638.0,6171.0,48989.0,5475.0,7210.0,8038.0,9389.0,36346.0,1410.0,10816.0,49150.0,6476.0,20459.0,202660.0,523.0,1407.0,575.0,211.0,47.0,2290.0,347.0,2847.0,1735.0,1351.0,58.0,80.0,0.01369792647637965,0.1092409636491277,1.0566238035717352,8.388096501892033,0.9374518432272323,1.234525623683716,1.3762991627142453,1.6076228960841068,6.223310446381185,0.24142595414619133,0.5024570024570024,0.13036242603550297,0.10338680926916222,0.2280019445794847,0.36695652173913046,0.28489674048270713,0.354192585220204,1.3022191400832177,7.938583697941986,4.521771584971386,0.17934471528668705,0.8739277091930217,8.452990428573882,67.10477201513626,7.499614745817858,9.876204989469729,11.010393301713963,12.860983168672854,49.78648357104948,1.9314076331695307,14.81567727685223,67.32530863140599,8.870777186103462,28.024587778025126,277.60217797031,0.7164015547146557,1.927298255226617,0.7876307723918299,0.28902624865161064,0.06438025443898436,3.13682516309094,0.47531804873037387,3.8997996678252864,2.3765902436518695,1.8505898669588907,0.07944797356300197,0.1095834118110372
snaxolotl,982.76,5837.100000000001,800,396,404,366,434,0.4808743169398907,0.5069124423963134,1081.0,9989.0,67591.0,8841.0,10196.0,5192.0,6480.0,13164.0,1471.0,10766.0,70415.0,4552.0,28545.0,203935.0,460.0,2178.0,935.0,377.0,95.0,1119.0,234.0,1433.0,1355.0,1288.0,67.0,77.0,0.013191482071576636,0.18519470284901746,1.711294992376351,11.579551489609564,1.514621986945572,1.7467578078155244,0.8894827911120247,1.1101403094002156,2.2552294803926602,0.2520087029518082,0.495,0.13663384729704625,0.10821904094503955,0.21803984382821104,0.4032085561497326,0.21552388289676425,0.2760015408320493,0.6355433503334641,6.766543197517269,2.5354391371340523,0.06454997916002649,1.4815576227921397,13.690359939010808,92.63641191687651,12.116975895564575,13.974062462524195,7.115862328896197,8.881122475201725,18.041835843141282,2.0160696236144657,14.755272309879903,96.5068270202669,6.238714430110841,39.12216682941871,279.50180740436167,0.6304500522519743,2.9850439430539133,1.2814582583817304,0.5166949341282485,0.1302016412259512,1.53363827928252,0.3207072004933956,1.963988967124085,1.85708656695962,1.765260146305528,0.09182642065409191,0.10553185657261309
Marijuana,793.56,5835.5999999999885,836,408,428,416,420,0.44711538461538464,0.5285714285714286,705.0,8149.0,55684.0,7373.0,9327.0,5682.0,6626.0,32866.0,1263.0,10743.0,59336.0,2037.0,23667.0,218123.0,399.0,1789.0,734.0,294.0,47.0,1452.0,283.0,1941.0,1954.0,944.0,71.0,-29.0,-0.004969497566659822,0.12081019946535085,1.39642881623141,9.542120775927087,1.2634519158269955,1.598293234628833,0.9736787990952106,1.1354445129892408,5.631983000891093,0.21643018712728812,0.4880382775119617,0.1175649259983245,0.08651368266044913,0.2195361394036078,0.40054495912806537,0.2555438225976769,0.3416050686378036,0.7104106357885708,6.833231071297091,5.784230904611053,0.15067645319384018,0.9664815957228068,11.17143052985128,76.3369662074167,10.107615326615964,12.786345877030664,7.789430392761685,9.083556103913926,45.05586400712875,1.731441497018305,14.727534443759025,81.34347796284888,2.7925149084927057,32.44499280279669,299.0239221331146,0.5469874563026949,2.4525327301391506,1.0062375762560853,0.40304338885461727,0.06443210638152046,1.9905408184248445,0.38796353416958057,2.660908903968749,2.678730550414701,1.2941257111522406,0.09733360751250962,-0.03975598053327858
Irony,995.73,5788.599999999998,786,384,402,379,407,0.47493403693931396,0.5012285012285013,767.0,7498.0,52569.0,6661.0,8389.0,6224.0,7575.0,39026.0,1743.0,10611.0,59950.0,4808.0,24428.0,185323.0,517.0,2036.0,784.0,290.0,76.0,1847.0,271.0,2121.0,1728.0,1351.0,70.0,-110.0,-0.01900286770549011,0.13250181391009921,1.2953045641433167,9.081470476453724,1.1507100162388146,1.4492277925577866,1.0752168054451858,1.3086065715371598,6.7418719552223365,0.3011090764606296,0.48854961832061067,0.16426350014136273,0.10229394505201388,0.27153907708722325,0.36989795918367346,0.296754498714653,0.3407776349614396,0.9029681726069854,7.01106961856495,6.270244215938304,0.21058368362264804,1.0600145112807937,10.362436513146534,72.65176381162979,9.205680129910517,11.593822340462292,8.601734443561487,10.468852572297278,53.93497564177869,2.408872611685037,14.664685761669494,82.85250319593688,6.64478457658156,33.76014925888817,256.1213419479668,0.7145078257264281,2.8138064471547537,1.0835089658984907,0.4007877552430641,0.10503403240852714,2.5526033928756533,0.37452924714093233,2.9312787202432378,2.3881422105517753,1.8671181287357919,0.09674187195522237,-0.15202294164392088
Old Cob,853.42,5759.4,816,420,396,420,396,0.48333333333333334,0.547979797979798,837.0,8944.0,62610.0,8020.0,9766.0,5775.0,7091.0,21727.0,1439.0,10417.0,65834.0,5445.0,26867.0,201205.0,603.0,2370.0,854.0,338.0,88.0,1541.0,300.0,1877.0,1746.0,1316.0,87.0,113.0,0.019620099315900964,0.14532763829565581,1.5529395423134356,10.87092405458902,1.3925061638365108,1.6956627426468036,1.0027086154807794,1.231204639372157,3.7724415737750463,0.24985241518213705,0.5147058823529411,0.13813957953345493,0.09358228980322003,0.26498211091234347,0.3957845433255269,0.2668398268398268,0.32502164502164504,0.7260905181241041,7.000223613595707,3.7622510822510824,0.10798439402599339,1.1626211063652465,12.423516338507484,86.96739243671216,11.140049310692087,13.565301941174429,8.021668923846235,9.849637114977256,30.17953259020037,1.9988193214570964,14.469562801680732,91.44563669826718,7.563287842483592,37.31916519081849,279.4805014411224,0.8375872486717367,3.2920095843317014,1.1862346772233219,0.4694933500017363,0.12223495503003785,2.1405007466055492,0.41671007396603815,2.607216029447512,2.425252630482342,1.8279681911310206,0.12084592145015106,0.1569607945272077
realtea,1282.43,5755.599999999996,778,392,386,398,380,0.5050251256281407,0.5026315789473684,514.0,5200.0,37406.0,4652.0,6280.0,8543.0,10604.0,65029.0,2021.0,10477.0,52050.0,5584.0,21420.0,179104.0,381.0,1400.0,590.0,186.0,55.0,3076.0,392.0,3607.0,1628.0,2061.0,34.0,64.0,0.01111960525401349,0.08930432969629584,0.9034679268885961,6.499061783306697,0.8082563069011056,1.0911112655500739,1.484293557578707,1.8423795955243603,11.298387657238177,0.3511362846618948,0.5038560411311054,0.19289873055263912,0.09884615384615385,0.2692307692307692,0.3152542372881356,0.3600608685473487,0.4222170197822779,1.6885350318471337,7.193461538461539,7.611963010651996,0.3630795515454708,0.7144346375703667,7.227743415108769,51.992494266453576,6.466050455208845,8.728890124400591,11.874348460629657,14.739036764194882,90.38710125790541,2.8090902772951583,14.562513030787418,72.34693168392528,7.7614844673014165,29.77274306762112,248.94572242685402,0.5295712002223925,1.9459309194523609,0.8200708874834949,0.25853082215581363,0.07644728612134274,4.275488220168187,0.544860657446661,5.013552018903333,2.262839669191745,2.8646883035652255,0.04725832232955734,0.08895684203210792
Borgus,978.36,5697.6999999999925,779,401,378,371,408,0.5094339622641509,0.5196078431372549,653.0,6736.0,53745.0,6030.0,7578.0,6514.0,7611.0,37838.0,1146.0,10420.0,54614.0,4757.0,22289.0,186693.0,607.0,1678.0,642.0,223.0,62.0,1797.0,343.0,2159.0,1548.0,1097.0,53.0,115.0,0.020183582849219887,0.11460764870035292,1.1822314267160448,9.432753567228895,1.0583217789634427,1.3300103550555504,1.1432683363462466,1.3358021657861963,6.6409252856415835,0.2011337908278782,0.5147625160462131,0.10998080614203455,0.09694180522565321,0.24910926365795724,0.34735202492211836,0.275867362603623,0.3314399754375192,1.0043547110055424,7.978770783847981,5.80871968068775,0.20267497977963822,0.9168611896028234,9.457851413728358,75.46202853783116,8.466574231707542,10.640082840444403,9.146146690769973,10.68641732628957,53.12740228513267,1.6090703266230255,14.630464924443215,76.68216999842052,6.679186338347061,31.295435000087796,262.1310353300458,0.8522737244853198,2.3560384014602413,0.9014163609877682,0.31310879828702853,0.08705267037576578,2.523123365568566,0.4815978377239945,3.031398634536747,2.1735086087368614,1.5402706355195976,0.07441599241799332,0.1614686627937591
Maelstrom,1177.86,5675.999999999997,763,389,374,388,375,0.5051546391752577,0.5146666666666667,797.0,8762.0,55942.0,7893.0,9705.0,7759.0,9248.0,32164.0,1195.0,10267.0,67943.0,4981.0,27646.0,177919.0,445.0,2367.0,847.0,301.0,93.0,2429.0,332.0,2895.0,1812.0,1489.0,72.0,107.0,0.018851303735024673,0.14041578576462305,1.5436927413671606,9.855884425651873,1.3905919661733621,1.7098308668076119,1.3669837914023968,1.6293164200140953,5.66666666666667,0.21053558844256529,0.509829619921363,0.11639232492451544,0.09096096781556723,0.27014380278475236,0.35537190082644626,0.3130558061605877,0.3731150921510504,0.9529108706852139,6.384615384615385,4.145379559221549,0.18077889376626444,1.1233262861169844,12.349541930937285,78.84707540521498,11.124735729386897,13.678646934460895,10.935870331219174,13.034531360112762,45.33333333333336,1.6842847075405223,14.470754052149408,95.76180408738553,7.020436927413675,38.96546863988726,250.76673713883028,0.6272022551092321,3.336152219873152,1.1937984496124037,0.4242424242424244,0.13107822410147998,3.423537702607472,0.4679351656095844,4.08033826638478,2.553911205073997,2.098661028893588,0.10147991543340386,0.15081042988019738
Jer32,1082.17,5645.699999999996,789,392,397,388,401,0.5051546391752577,0.48877805486284287,721.0,7789.0,51195.0,7023.0,8601.0,5887.0,7503.0,38190.0,1664.0,10243.0,60802.0,6267.0,25040.0,183688.0,504.0,2475.0,893.0,307.0,75.0,1882.0,247.0,2238.0,1578.0,1616.0,45.0,-59.0,-0.010450431301698645,0.12770781302584278,1.3796340577784871,9.0679632286519,1.243955576810671,1.523460332642543,1.0427404927644055,1.3289760348583888,6.764440193421547,0.294737587898755,0.4968314321926489,0.1624524065215269,0.09256643985107202,0.3177558094749005,0.3437849944008959,0.3196874469169356,0.3801596738576525,0.8723404255319149,6.5727307741687,6.487175131646,0.20790688558860676,1.0216625042067422,11.037072462227897,72.5437058292152,9.951644614485367,12.187682661140345,8.341923942115244,10.63180827886711,54.115521547372374,2.35790070319004,14.514409196379555,86.15689817028895,8.880386843084123,35.481871158580894,260.28729829781975,0.7141718476008294,3.5070938944683587,1.2653878172768664,0.43502134367748935,0.10627557255964724,2.6668083674300815,0.35000088562977155,3.1712630851798735,2.236038046654978,2.2898843367518658,0.06376534353578835,-0.08360345041358916
